record_id,Age,Gender,Weight_kg,Height_m,BMI,BMI_Index,Body_Fat_Pct,Max_BPM,Avg_BPM,Resting_BPM,Session_Duration_hrs,Calories_Burned,Workout_Type,Water_Intake_L,Workout_Frequency_wk,Experience_Level,Fitness_Goal,Activity_Level,Daily_Calories_Intake,Sleep_Hours,Stress_Level,is_duplicate_flag,source
167,70,female,48.6,1.418,24.17,2,8.4,171,162,43,1.14,1395,hiit,0.83,5,3,Lose Weight,sedentary,2630,7.2,2,0,Kaggle_BMIDataset
168,63,Male,69.5,1.61,26.81,3,39.3,167,107,72,2.45,1202,Cardio,2.27,2,1,maintenance,sedentary,4077,6.0,1,0,Kaggle_BMIDataset
169,74,male,71.6,1.593,28.22,3,12.5,171,131,57,2.5,1270,hiit,3.26,4,2,,Active,3319,9.4,8,0,Kaggle_FitnessMetrics
170,52,Female,66.3,1.605,25.74,3,49.7,175,113,60,2.97,1195,Cardio,2.67,7,3,Stay Fit,Moderate,3444,7.2,1,0,Kaggle_FitnessMetrics
171,62,female,32.3,1.574,13.04,0,10.3,141,169,41,1.38,1231,yoga,0.78,6,,muscle gain,Active,2933,5.7,10,0,Kaggle_BMIDataset
172,13,Female,72.1,1.565,29.44,3,39.3,171,138,49,0.69,593,yoga,1.07,1,1,maintenance,sedentary,3273,7.1,8,0,Kaggle_GymMembers
173,51,FEMALE,77.9,1.634,29.18,3,14.1,197,147,89,1.86,736,Strength,3.38,4,,cutting,Sedentary,2505,7.4,8,0,Kaggle_FitnessMetrics
174,68,female,65.7,1.559,27.03,3,13.0,150,114,94,1.43,143,,1.97,6,2,Build Muscle,Sedentary,838,7.2,2,0,Kaggle_GymMembers
175,71,male,46.0,1.756,14.92,0,11.3,160,116,80,1.61,1466,cardio,2.67,7,,Weight Loss,Moderate,994,5.4,,0,Kaggle_GymMembers
176,52,F,65.9,1.641,24.47,2,28.5,144,162,79,2.58,335,Cardio,1.18,,1,weight loss,Sedentary,935,8.2,9,0,Kaggle_BMIDataset
177,44,F,153.662014,1.499,68.39,5,50.4,186,150,52,2.46,1039,Strength,0.83,3,1,,Moderate,1647,6.6,7,0,Kaggle_GymMembers
178,39,F,83.1,1.555,34.37,4,29.8,185,114,92,1.95,369,Strength,3.39,,1,Lose Weight,Moderate,3226,,10,0,Kaggle_FitnessMetrics
179,60,MALE,56.5,1.701,19.53,2,47.0,180,152,83,2.56,757,yoga,0.6,,1,,lightly active,3662,6.3,1,0,Kaggle_BMIDataset
180,51,male,76.7,1.813,23.33,2,46.1,196,106,43,3.0,251,Strength,3.94,1,3,,,3783,,10,0,Kaggle_BMIDataset
181,43,Male,57.6,1.717,19.54,2,54.8,189,127,49,1.89,,N/A,1.37,1,2,Build Muscle,Moderate,2402,9.2,6,0,Kaggle_GymMembers
182,41,FEMALE,65.4,1.598,25.61,3,37.5,159,137,64,1.58,954,Strength,2.9,4,3,cutting,,2201,6.0,9,0,Kaggle_GymMembers
183,52,FEMALE,81.5,1.449,38.82,4,28.3,154,154,60,1.63,705,Strength,3.91,5,,,,1784,5.9,1,0,Kaggle_FitnessMetrics
184,17,F,74.6,1.586,29.66,3,11.5,154,159,69,0.56,774,yoga,2.97,1,2,muscle gain,Very Active,2052,3.4,6,0,Kaggle_GymMembers
185,41,F,44.5,1.644,16.46,1,34.3,188,148,64,0.99,100,yoga,3.38,4,1,bulking,Moderate,1506,9.4,5,0,Kaggle_BMIDataset
186,76,Male,67.7,1.663,24.48,2,15.3,191,128,57,1.67,704,cardio,2.12,3,2,Lose Weight,Very Active,2474,6.3,7,0,Kaggle_FitnessMetrics
187,45,Male,52.5,1.776,16.64,1,6.1,141,,51,0.44,,cardio,1.55,7,1,Lose Weight,sedentary,3268,6.0,4,0,Kaggle_BMIDataset
188,70,female,57.4,1.488,25.92,3,8.4,148,168,72,1.19,1272,Yoga,1.77,1,1,Maintenance,Very Active,1708,9.3,6,0,Kaggle_GymMembers
189,78,Male,65.7,1.846,19.28,2,9.9,164,129,86,1.52,657,yoga,1.03,4,,Maintenance,Sedentary,1774,5.4,8,0,Kaggle_FitnessMetrics
190,56,Male,88.9,1.666,32.03,4,42.3,196,162,80,1.12,983,HIIT,2.9,3,3,Weight Loss,Light,3928,6.1,6,0,Kaggle_BMIDataset
191,65,female,64.8,1.538,27.39,3,45.0,143,138,56,2.68,556,Yoga,3.63,4,2,,,3852,5.7,3,0,Kaggle_FitnessMetrics
192,54,MALE,63.7,1.691,22.28,2,16.6,194,,91,2.03,250,strength,0.95,5,1,bulking,,4487,5.3,10,0,Kaggle_BMIDataset
193,41,female,88.4,1.488,39.93,4,38.3,197,153,95,1.63,458,HIIT,3.09,2,1,,Light,1689,7.9,4,0,Kaggle_FitnessMetrics
194,23,MALE,79.7,1.697,27.68,3,37.8,158,104,50,0.55,682,Strength,3.14,4,1,Lose Weight,Moderate,3924,8.6,9,1,Kaggle_GymMembers
195,74,Male,92.6,1.703,31.93,4,20.9,167,150,86,1.03,713,strength,2.97,1,1,bulking,Moderate,1290,9.5,,0,Kaggle_GymMembers
196,77,F,72.4,1.584,28.86,3,,166,100,63,2.29,545,HIIT,2.02,7,3,Maintenance,Very Active,1255,10.2,2,0,Kaggle_GymMembers
197,61,M,99.7,1.788,31.19,4,53.0,140,121,,1.45,1319,Strength,3.69,7,3,Maintenance,Light,2016,4.0,1,0,Kaggle_BMIDataset
198,70,male,77.5,1.576,31.2,4,37.6,168,169,66,1.33,845,Cardio,2.47,1,1,bulking,lightly active,2054,6.7,8,0,Kaggle_FitnessMetrics
199,62,male,124.56102999999999,1.65,45.75,5,54.8,193,125,62,2.36,1446,,2.6,5,1,Maintenance,Very Active,2457,6.0,10,0,Kaggle_FitnessMetrics
200,52,Female,70.6,1.493,31.67,4,41.2,188,165,66,2.29,882,Strength,3.04,7,2,Weight Loss,Sedentary,3371,4.9,2,0,Kaggle_BMIDataset
201,60,female,69.1,1.598,27.06,3,49.5,158,152,54,1.92,651,Cardio,3.29,3,3,Weight Loss,Active,2648,8.1,2,0,Kaggle_BMIDataset
202,75,M,88.2,1.735,29.3,3,47.9,177,111,48,1.36,1212,cardio,3.5,3,,weight loss,sedentary,1202,6.6,3,0,Kaggle_BMIDataset
203,56,MALE,68.4,1.872,19.52,2,33.3,163,104,40,2.16,685,,2.96,6,2,Weight Loss,Very Active,3547,7.1,2,0,Kaggle_FitnessMetrics
204,23,FEMALE,66.3,1.702,22.89,2,9.2,195,153,59,1.62,1262,N/A,0.87,2,2,Lose Weight,,1380,4.6,,0,Kaggle_FitnessMetrics
205,55,MALE,86.5,1.638,32.24,4,34.3,200,142,95,2.15,661,strength,3.76,4,,bulking,Sedentary,2016,9.0,7,0,Kaggle_FitnessMetrics
206,49,MALE,90.7,1.695,31.57,4,20.4,,138,46,2.5,731,Cardio,0.99,5,3,Lose Weight,lightly active,1534,5.0,4,0,Kaggle_BMIDataset
207,25,M,67.7,1.709,23.18,2,49.8,,173,73,2.99,1434,hiit,1.1,4,2,maintenance,Moderate,1188,6.7,1,0,Kaggle_GymMembers
208,24,FEMALE,76.4,1.571,30.96,4,35.9,172,171,50,1.5,209,cardio,2.0,,2,,Light,4468,7.4,3,0,Kaggle_BMIDataset
209,66,MALE,71.2,1.676,25.35,3,36.7,183,160,60,1.18,764,Cardio,2.51,5,1,Muscle Gain,Very Active,1188,8.5,4,0,Kaggle_GymMembers
210,51,Male,77.4,1.689,27.13,3,33.3,148,175,98,2.61,568,Yoga,0.82,4,,Build Muscle,sedentary,1690,8.3,1,0,Kaggle_BMIDataset
211,62,M,100.5,1.78,31.72,4,28.5,146,121,53,0.45,394,N/A,1.94,6,2,bulking,Very Active,4342,7.6,6,0,Kaggle_GymMembers
212,30,MALE,81.9,1.666,29.51,3,33.1,197,104,92,1.59,192,HIIT,1.23,,,Stay Fit,Moderate,3250,7.8,3,1,Kaggle_GymMembers
213,38,Male,68.4,1.638,25.49,3,27.8,192,161,71,0.63,1360,hiit,2.81,2,2,cutting,Sedentary,2182,5.7,5,0,Kaggle_BMIDataset
214,37,MALE,102.8,,,,9.9,178,111,78,1.33,226,cardio,2.59,2,2,maintenance,Very Active,3840,5.6,8,0,Kaggle_FitnessMetrics
215,25,female,55.6,1.549,23.17,2,45.8,170,123,87,2.79,1320,HIIT,2.91,,2,muscle gain,Moderate,2640,5.8,3,0,Kaggle_FitnessMetrics
216,31,Male,97.0,1.762,31.24,4,22.6,156,174,81,2.9,922,N/A,1.61,5,,weight loss,Sedentary,1440,,6,0,Kaggle_FitnessMetrics
217,51,FEMALE,56.9,1.645,21.03,2,23.3,198,138,56,0.3,810,N/A,1.7,6,2,bulking,Active,2208,5.7,4,0,Kaggle_BMIDataset
218,61,female,70.1,1.595,27.55,3,47.3,157,143,98,2.63,1203,Cardio,1.4,3,1,maintenance,Sedentary,1218,6.0,3,0,Kaggle_BMIDataset
219,46,F,67.5,1.69,23.63,2,11.3,200,100,64,0.91,1091,,0.6,4,,Muscle Gain,Light,1219,9.4,2,0,Kaggle_GymMembers
220,60,F,72.1,1.654,26.36,3,39.8,152,135,45,0.83,1363,Cardio,2.18,2,3,,Very Active,3667,5.6,1,0,Kaggle_BMIDataset
221,41,female,66.1,1.569,26.85,3,54.3,163,153,87,2.89,1429,yoga,0.75,1,3,Build Muscle,lightly active,3508,5.1,2,1,Kaggle_BMIDataset
222,57,male,61.5,1.671,22.03,2,13.1,165,140,93,1.32,618,Strength,0.7,4,,maintenance,Active,3067,6.8,7,0,Kaggle_BMIDataset
223,75,M,58.8,1.693,20.51,2,6.8,184,121,93,1.11,1375,Cardio,3.77,3,2,cutting,Moderate,4171,8.7,10,0,Kaggle_FitnessMetrics
224,64,F,54.7,1.589,21.66,2,43.1,168,140,46,2.6,1091,Yoga,3.09,2,3,,Moderate,2471,8.8,4,0,Kaggle_GymMembers
225,80,Male,92.6,1.71,31.67,4,32.2,142,160,77,1.71,1074,HIIT,2.68,2,1,weight loss,Active,1734,7.7,3,0,Kaggle_GymMembers
226,59,Male,87.8,1.661,31.82,4,47.5,147,149,84,1.4,1061,Strength,3.79,4,3,,Moderate,4263,7.1,6,0,Kaggle_BMIDataset
227,69,M,59.6,1.802,18.35,1,54.4,159,,91,2.76,101,Strength,3.91,6,3,Muscle Gain,Very Active,4377,,2,0,Kaggle_GymMembers
228,31,male,,1.657,,,29.5,165,159,73,0.26,332,Strength,1.67,7,,Stay Fit,Sedentary,3296,9.5,1,0,Kaggle_GymMembers
229,50,FEMALE,76.6,1.54,32.3,4,15.3,142,155,52,0.27,1182,Yoga,3.27,7,3,Weight Loss,lightly active,1529,6.6,6,0,Kaggle_BMIDataset
230,37,male,54.8,1.767,17.55,1,15.4,185,153,91,0.56,173,yoga,2.8,6,2,bulking,Active,1347,7.1,4,0,Kaggle_BMIDataset
231,29,female,66.3,1.458,31.19,4,8.2,195,132,80,1.09,1353,Cardio,1.97,5,2,Lose Weight,Very Active,2381,4.3,10,0,Kaggle_FitnessMetrics
232,29,female,76.1,1.548,31.76,4,38.8,150,165,99,1.84,1328,Cardio,1.97,4,3,cutting,sedentary,1586,,6,0,Kaggle_BMIDataset
233,62,Male,63.0,1.705,21.67,2,47.2,152,166,81,0.7,139,Strength,0.51,5,3,Weight Loss,lightly active,1624,8.5,1,0,Kaggle_FitnessMetrics
234,65,MALE,72.6,1.642,26.93,3,27.2,185,111,72,0.89,655,Strength,2.48,7,1,muscle gain,Sedentary,1811,6.3,3,0,Kaggle_GymMembers
235,43,female,57.0,1.545,23.88,2,22.1,171,151,62,1.99,1018,cardio,1.95,1,,,Moderate,1700,7.4,1,0,Kaggle_FitnessMetrics
236,44,Female,66.1,1.551,27.48,3,42.2,179,113,,2.43,418,HIIT,3.26,,2,Lose Weight,Moderate,3730,6.6,4,1,Kaggle_GymMembers
237,13,M,99.8,1.764,32.07,4,48.8,184,159,57,2.4,999,HIIT,2.2,4,1,Build Muscle,Sedentary,3296,7.8,7,0,Kaggle_FitnessMetrics
238,52,MALE,89.7,1.653,32.83,4,33.4,193,111,80,0.28,707,yoga,2.72,6,,Stay Fit,Active,4398,,4,0,Kaggle_BMIDataset
239,49,male,82.8,1.879,23.45,2,16.4,171,170,42,0.3,306,cardio,0.77,4,2,,Very Active,3315,7.8,4,0,Kaggle_FitnessMetrics
240,50,FEMALE,81.5,1.58,32.65,4,42.2,189,135,54,0.98,548,Cardio,2.33,2,,Stay Fit,Active,2552,,8,0,Kaggle_FitnessMetrics
241,48,male,67.8,,,,12.9,164,145,71,2.4,1237,Yoga,1.88,4,1,weight loss,Very Active,1736,6.0,9,0,Kaggle_BMIDataset
242,74,F,73.3,1.569,29.78,3,49.1,169,126,60,2.93,1006,Yoga,2.11,7,1,Maintenance,Active,916,8.2,1,0,Kaggle_FitnessMetrics
243,21,female,68.9,1.568,28.02,3,7.7,154,162,88,0.9,1382,yoga,3.44,,3,Lose Weight,Sedentary,1788,,3,0,Kaggle_FitnessMetrics
244,20,F,63.9,1.602,24.9,2,8.3,170,140,67,2.03,1267,,3.07,,,Maintenance,Very Active,1720,6.1,4,0,Kaggle_GymMembers
245,63,Female,132.056738,1.759,42.68,5,53.3,157,171,72,0.49,316,,2.35,2,3,,Very Active,3690,7.5,8,0,Kaggle_BMIDataset
246,32,Female,48.5,1.723,16.34,1,,141,151,97,2.15,714,Cardio,3.34,6,1,Weight Loss,Active,1560,9.6,10,0,Kaggle_FitnessMetrics
247,66,male,81.8,1.79,25.53,3,40.7,151,142,,0.98,1220,HIIT,2.62,,2,maintenance,,2008,4.8,9,0,Kaggle_BMIDataset
248,75,male,60.1,1.616,23.01,2,29.8,152,107,95,1.7,,N/A,1.36,6,1,Weight Loss,Active,4342,5.0,2,0,Kaggle_GymMembers
249,54,F,63.9,1.661,23.16,2,13.7,149,115,46,2.88,885,Cardio,2.23,1,2,maintenance,Active,4318,8.7,5,0,Kaggle_FitnessMetrics
250,23,female,34.8,1.572,14.08,0,38.7,140,161,93,0.32,1434,Cardio,2.48,7,1,Muscle Gain,lightly active,2341,10.3,8,0,Kaggle_GymMembers
251,79,M,84.1,1.676,29.94,3,14.0,,155,94,0.38,1115,N/A,3.36,4,,bulking,,3199,,5,0,Kaggle_GymMembers
252,28,Female,87.6,1.537,37.08,4,23.4,173,103,42,0.63,255,Strength,3.89,3,3,cutting,lightly active,3046,5.8,6,0,Kaggle_FitnessMetrics
253,37,F,55.5,1.663,20.07,2,10.1,187,152,80,0.42,153,Cardio,0.9,1,3,Weight Loss,lightly active,1172,8.9,2,0,Kaggle_BMIDataset
254,44,F,64.0,1.576,25.77,3,,197,147,85,2.77,1349,Strength,1.86,,,Maintenance,Sedentary,1333,9.6,7,0,Kaggle_BMIDataset
255,18,male,81.6,1.659,29.65,3,43.5,198,140,52,2.36,868,Cardio,3.49,4,3,Maintenance,Very Active,2228,8.2,8,0,Kaggle_BMIDataset
256,38,female,63.0,1.57,25.56,3,19.7,176,103,100,1.01,665,hiit,0.76,2,2,Muscle Gain,Light,2177,6.6,3,0,Kaggle_GymMembers
257,30,Female,37.6,1.605,14.6,0,52.1,155,168,58,0.84,1110,HIIT,2.58,3,3,muscle gain,Very Active,4130,6.1,2,0,Kaggle_GymMembers
258,33,male,77.6,1.812,23.63,2,10.1,181,167,78,2.53,717,cardio,2.05,7,1,Muscle Gain,Very Active,2471,7.1,10,0,Kaggle_GymMembers
259,42,Female,54.0,1.651,19.81,2,8.9,157,171,41,1.03,496,cardio,1.5,4,1,Muscle Gain,Active,2631,6.9,7,0,Kaggle_BMIDataset
260,58,M,64.6,1.756,20.95,2,31.7,151,135,49,0.97,1390,,1.99,4,,Stay Fit,Sedentary,1071,7.0,5,0,Kaggle_BMIDataset
261,37,female,64.5,1.623,24.49,2,,159,114,48,1.19,397,Cardio,1.57,4,2,Build Muscle,Sedentary,3689,6.3,1,0,Kaggle_BMIDataset
262,29,Male,60.4,1.712,20.61,2,22.5,183,111,67,2.01,1426,HIIT,0.8,7,,maintenance,,3764,,5,0,Kaggle_GymMembers
263,34,Male,62.4,1.744,20.52,2,38.1,194,103,57,0.66,1151,strength,1.92,2,,Build Muscle,lightly active,823,6.6,1,0,Kaggle_FitnessMetrics
264,36,M,69.2,1.758,22.39,2,14.9,151,,84,0.62,1323,yoga,0.79,5,2,Stay Fit,Sedentary,3009,6.4,6,0,Kaggle_BMIDataset
265,69,FEMALE,48.7,1.518,21.13,2,,181,107,98,1.38,523,hiit,0.52,4,,Muscle Gain,Light,1580,6.3,3,0,Kaggle_GymMembers
266,68,M,68.0,1.602,26.5,3,43.2,146,138,54,0.64,1455,cardio,2.28,6,,Weight Loss,Active,3977,6.1,2,0,Kaggle_BMIDataset
267,73,female,57.5,1.531,24.53,2,33.7,197,159,52,2.96,246,strength,3.66,4,,muscle gain,Very Active,3854,6.3,8,0,Kaggle_GymMembers
268,57,M,164.46465199999997,1.751,53.64,5,34.7,182,152,58,0.27,1321,Strength,1.83,1,1,weight loss,Light,2102,6.6,1,0,Kaggle_BMIDataset
269,75,Male,60.9,,,,27.4,151,128,46,2.98,1411,yoga,1.96,2,1,Maintenance,Moderate,3047,6.7,7,0,Kaggle_BMIDataset
270,38,FEMALE,73.0,1.606,28.3,3,23.9,175,170,83,2.79,620,strength,3.56,2,1,Muscle Gain,Moderate,4484,8.4,7,0,Kaggle_FitnessMetrics
271,79,Male,72.0,1.755,23.38,2,39.7,158,135,98,2.26,1027,Yoga,1.46,6,1,Maintenance,lightly active,3538,7.8,2,0,Kaggle_BMIDataset
272,16,MALE,79.1,1.701,27.34,3,47.9,189,170,48,2.58,1087,cardio,3.12,,2,maintenance,Sedentary,1604,7.5,6,0,Kaggle_FitnessMetrics
273,18,MALE,58.0,1.682,20.5,2,40.1,140,103,57,1.41,894,cardio,2.56,5,1,muscle gain,sedentary,3722,5.2,10,0,Kaggle_FitnessMetrics
274,55,MALE,115.9,1.708,39.73,4,41.8,140,123,87,0.4,430,Cardio,2.18,2,3,Weight Loss,sedentary,1931,8.2,7,0,Kaggle_FitnessMetrics
275,43,Male,68.5,1.769,21.89,2,9.7,140,103,44,0.73,1113,Yoga,3.43,3,,maintenance,,912,6.3,8,0,Kaggle_FitnessMetrics
276,19,Female,36.1,1.619,13.77,0,10.1,186,115,63,1.19,1118,Cardio,1.18,3,,Build Muscle,lightly active,2875,6.8,7,0,Kaggle_FitnessMetrics
277,16,F,80.8,1.593,31.84,4,11.5,147,140,94,0.39,1103,Yoga,2.82,6,,Stay Fit,Moderate,981,8.9,6,0,Kaggle_FitnessMetrics
278,57,male,66.7,1.877,18.93,2,47.3,186,160,99,2.42,499,Strength,3.19,,1,maintenance,Active,1522,6.3,7,0,Kaggle_GymMembers
279,34,male,67.5,1.673,24.12,2,42.7,193,110,97,1.43,1120,HIIT,1.72,,,Weight Loss,Light,2807,6.7,6,0,Kaggle_FitnessMetrics
280,17,M,70.5,1.691,24.65,2,46.2,144,101,75,0.31,1145,Strength,1.29,4,3,Muscle Gain,Active,3456,9.5,7,0,Kaggle_BMIDataset
281,13,M,107.7,1.739,35.61,4,10.1,157,114,97,1.54,498,Strength,1.93,2,3,muscle gain,Moderate,3446,6.2,4,0,Kaggle_GymMembers
282,17,male,90.9,1.731,30.34,4,28.7,170,109,81,1.55,320,N/A,1.94,5,2,Lose Weight,Very Active,4145,9.1,,0,Kaggle_FitnessMetrics
283,62,M,88.5,1.802,27.25,3,30.6,141,149,66,2.59,769,Strength,2.41,2,2,bulking,Light,3446,8.9,,0,Kaggle_BMIDataset
284,21,Female,60.7,1.503,26.87,3,44.8,166,144,90,0.84,1112,yoga,0.63,4,2,muscle gain,,3374,6.4,7,0,Kaggle_FitnessMetrics
285,60,MALE,69.8,1.745,22.92,2,17.8,152,124,52,0.99,1215,HIIT,2.17,3,,Weight Loss,sedentary,929,6.6,7,1,Kaggle_FitnessMetrics
286,41,F,48.6,1.649,17.87,1,45.8,155,127,74,2.14,886,strength,2.34,2,1,weight loss,Light,1049,5.8,9,0,Kaggle_BMIDataset
287,48,Male,89.1,1.733,29.67,3,30.6,177,113,62,2.85,140,cardio,2.31,4,3,Build Muscle,sedentary,3071,8.7,2,0,Kaggle_FitnessMetrics
288,37,F,60.6,1.64,22.53,2,,198,106,60,1.22,834,cardio,0.97,2,3,Maintenance,Active,3561,6.0,3,0,Kaggle_GymMembers
289,25,M,78.0,1.692,27.25,3,20.5,197,145,94,1.2,570,HIIT,2.8,3,1,maintenance,Very Active,3850,7.1,3,0,Kaggle_FitnessMetrics
290,32,Female,70.6,1.547,29.5,3,26.0,175,116,97,2.47,1356,Strength,3.16,7,3,cutting,Sedentary,1272,6.6,4,0,Kaggle_BMIDataset
291,46,M,46.0,1.806,14.1,0,24.8,163,130,79,1.08,1201,N/A,1.96,2,1,Maintenance,sedentary,3772,5.7,2,0,Kaggle_BMIDataset
292,65,Male,70.5,1.848,20.64,2,53.5,156,115,60,1.91,509,Cardio,0.72,6,3,weight loss,,3408,5.3,3,0,Kaggle_FitnessMetrics
293,38,male,73.8,1.757,23.91,2,25.5,156,130,54,1.03,1248,Strength,2.65,6,1,Lose Weight,Light,3321,5.7,1,0,Kaggle_BMIDataset
294,49,MALE,66.5,1.655,24.28,2,17.6,185,158,80,2.89,1230,Strength,2.17,1,,bulking,Moderate,3379,8.7,6,0,Kaggle_FitnessMetrics
295,53,FEMALE,56.4,1.61,21.76,2,8.4,168,168,86,2.45,357,Cardio,3.49,5,,Stay Fit,sedentary,3724,6.2,9,0,Kaggle_FitnessMetrics
296,14,male,53.4,1.449,25.43,3,,159,,51,0.57,941,yoga,1.83,4,1,weight loss,Very Active,1377,5.1,7,0,Kaggle_GymMembers
297,68,Female,41.7,1.591,16.47,1,14.7,162,107,72,0.58,405,Yoga,3.92,4,3,Muscle Gain,Moderate,3433,5.7,1,0,Kaggle_GymMembers
298,47,male,86.9,1.57,35.25,4,46.7,180,173,93,1.06,1359,Cardio,2.99,7,3,Stay Fit,Active,907,,4,0,Kaggle_BMIDataset
299,67,Female,74.9,1.685,26.38,3,21.6,169,170,86,1.0,224,Strength,2.58,4,3,Stay Fit,lightly active,1397,3.7,7,0,Kaggle_GymMembers
300,52,F,63.2,1.644,23.38,2,8.9,179,128,57,2.84,135,N/A,0.71,5,,Muscle Gain,lightly active,2930,6.5,1,0,Kaggle_BMIDataset
301,45,M,119.0,1.743,39.17,4,33.2,161,164,64,1.32,880,,2.23,7,3,muscle gain,Very Active,1044,5.9,2,0,Kaggle_BMIDataset
302,50,FEMALE,64.7,1.556,26.72,3,25.9,186,163,89,0.46,548,,2.94,,1,Lose Weight,Moderate,1038,8.6,2,0,Kaggle_GymMembers
303,78,M,76.3,1.654,27.89,3,21.0,200,167,82,2.64,250,,3.71,6,3,muscle gain,sedentary,2506,4.1,6,0,Kaggle_FitnessMetrics
304,29,F,51.7,1.549,21.55,2,43.6,142,136,61,0.47,379,yoga,0.82,4,1,Maintenance,Light,1139,5.5,4,0,Kaggle_GymMembers
305,33,Male,81.5,1.744,26.8,3,37.1,178,141,95,1.88,1158,cardio,2.49,5,2,cutting,,3408,7.7,3,0,Kaggle_BMIDataset
306,43,male,89.4,1.754,29.06,3,34.6,155,123,61,0.72,1293,cardio,0.84,2,2,weight loss,sedentary,3019,7.4,9,0,Kaggle_BMIDataset
307,42,MALE,76.2,1.69,26.68,3,7.0,191,136,90,2.88,487,HIIT,3.21,2,2,Build Muscle,Active,1121,7.7,3,0,Kaggle_BMIDataset
308,52,Female,36.8,1.565,15.03,0,11.2,159,118,43,1.49,1437,Cardio,1.8,4,1,weight loss,Moderate,2709,7.7,8,0,Kaggle_GymMembers
309,58,MALE,80.9,1.9,22.41,2,45.0,181,109,99,2.57,1226,N/A,2.57,,,Build Muscle,Moderate,1488,6.5,10,0,Kaggle_BMIDataset
310,74,Female,69.3,1.604,26.94,3,50.5,179,122,61,1.0,690,N/A,3.39,7,1,weight loss,Moderate,,8.2,5,0,Kaggle_GymMembers
311,54,male,58.1,1.719,19.66,2,24.6,174,107,86,1.15,1077,cardio,2.76,7,2,bulking,sedentary,1102,7.1,3,0,Kaggle_BMIDataset
312,61,F,67.9,1.533,28.89,3,46.5,171,130,51,0.27,1345,Cardio,0.84,3,,Maintenance,Very Active,1665,7.2,5,0,Kaggle_BMIDataset
313,24,Female,46.4,1.588,18.4,1,38.0,188,165,95,2.65,462,Cardio,0.62,3,2,Weight Loss,sedentary,2977,7.2,2,0,Kaggle_FitnessMetrics
314,79,female,130.73396599999998,,,,18.3,152,169,76,1.63,495,Strength,0.94,1,3,Build Muscle,lightly active,4092,6.2,10,1,Kaggle_FitnessMetrics
315,48,male,197.97487599999997,1.818,59.9,5,23.6,160,129,89,1.43,1441,strength,0.6,2,,weight loss,Active,3522,8.0,10,0,Kaggle_BMIDataset
316,67,Male,67.4,1.773,21.44,2,23.7,186,100,85,0.27,1032,Strength,3.89,7,1,Lose Weight,Light,3400,5.9,7,0,Kaggle_FitnessMetrics
317,22,male,70.1,1.66,25.44,3,31.8,191,102,64,0.97,1270,Strength,1.4,,,weight loss,lightly active,3348,3.6,9,0,Kaggle_GymMembers
318,42,Male,68.5,1.804,21.05,2,5.6,189,171,93,1.34,1407,cardio,0.6,5,3,Stay Fit,Moderate,1882,9.8,5,1,Kaggle_FitnessMetrics
319,36,female,74.7,1.562,30.62,4,43.0,199,137,76,1.8,956,yoga,0.52,3,2,weight loss,,3000,6.4,2,0,Kaggle_FitnessMetrics
320,33,female,53.3,1.577,21.43,2,10.6,193,151,77,0.71,958,cardio,1.83,7,1,maintenance,lightly active,1622,7.5,7,0,Kaggle_GymMembers
321,13,female,62.8,1.532,26.76,3,14.1,157,120,75,2.28,461,Cardio,2.16,3,2,bulking,lightly active,1087,7.6,3,0,Kaggle_BMIDataset
322,35,FEMALE,48.0,1.568,19.52,2,46.0,164,129,64,0.33,1204,yoga,0.9,5,,Lose Weight,Very Active,926,6.9,7,0,Kaggle_FitnessMetrics
323,78,Male,80.3,1.72,27.14,3,6.8,189,173,54,0.9,755,HIIT,2.64,5,1,,sedentary,1167,6.5,6,0,Kaggle_GymMembers
324,72,male,45.4,1.777,14.38,0,,197,130,66,2.83,1189,strength,3.18,7,2,Weight Loss,Active,3758,7.6,3,0,Kaggle_FitnessMetrics
325,76,FEMALE,56.8,1.695,19.77,2,41.7,194,116,65,1.39,932,Yoga,2.81,,,Muscle Gain,Moderate,1224,9.7,1,0,Kaggle_FitnessMetrics
326,77,female,65.9,1.578,26.46,3,22.3,197,155,86,0.51,811,Cardio,0.9,2,1,cutting,Moderate,1979,6.9,3,0,Kaggle_FitnessMetrics
327,78,male,51.1,1.664,18.46,1,27.7,145,130,97,1.17,681,,0.55,,3,,Very Active,2572,8.2,4,0,Kaggle_BMIDataset
328,70,Male,66.0,1.762,21.26,2,10.3,199,133,98,2.08,792,Cardio,3.06,1,1,weight loss,Active,2912,7.3,3,0,Kaggle_FitnessMetrics
329,58,female,72.3,1.546,30.25,4,20.2,175,165,100,1.38,908,cardio,0.98,3,2,,Sedentary,3449,8.3,4,0,Kaggle_GymMembers
330,60,female,58.4,1.649,21.48,2,49.5,153,128,57,2.8,399,strength,3.19,4,2,Weight Loss,Moderate,3430,8.1,6,0,Kaggle_FitnessMetrics
331,55,female,104.93991199999999,1.569,42.63,5,27.2,148,106,65,0.94,202,N/A,1.85,7,,Weight Loss,,2258,5.7,2,0,Kaggle_GymMembers
332,36,Female,56.4,1.52,24.41,2,19.0,156,172,47,0.58,734,cardio,2.0,,,Weight Loss,Moderate,3956,8.6,5,0,Kaggle_GymMembers
333,36,male,66.2,1.67,23.74,2,,193,158,87,0.41,1208,,3.68,1,3,Maintenance,Sedentary,2174,5.0,9,0,Kaggle_GymMembers
